,author,avgRating,bookid,genre1,genre2,isbn,lang,name,rating1,rating2,rating3,rating4,rating5,rating_count,url
2347,Beverly Cleary,3.71,105999,Childrens,Fiction,9.78038E+12,English,Dear Mr. Henshaw (Leigh Botts #1),957,2676,9218,9762,8394,31007,https://www.goodreads.com/book/show/105999.Dear_Mr_Henshaw
2348,Tom Lutz,3.37,197472,Nonfiction,History,9.78087E+12,English,"Doing Nothing: A History of Loafers, Loungers, Slackers, and Bums in America",9,35,67,72,30,213,https://www.goodreads.com/book/show/197472.Doing_Nothing
2349,Walter S. Phelan,0,2898390,,,9.78077E+12,English,The Christmas Hero And Yuletide Tradition In Sir Gawain And The Green Knight,,,,,,0,https://www.goodreads.com/book/show/2898390-the-christmas-hero-and-yuletide-tradition-in-sir-gawain-and-the-green-kn
2350,Virgil,3.82,12914,Fiction,Fantasy,9.78068E+12,English,The Aeneid,1634,6822,25032,30875,26893,91256,https://www.goodreads.com/book/show/12914.The_Aeneid
2351,Wallace Stegner,4.27,292408,Fiction,Historical,9.78014E+12,English,Angle of Repose,664,1635,5598,13681,23007,44585,https://www.goodreads.com/book/show/292408.Angle_of_Repose
2352,Stephen Potter,4.02,291325,Humor,Nonfiction,9.78156E+12,English,Lifemanship: Some Notes on the Lifemanship,1,4,22,41,35,103,https://www.goodreads.com/book/show/291325.Lifemanship
2353,Laura Ingalls Wilder,4.17,8248,Classics,Historical,9.78006E+12,English,By the Shores of Silver Lake (Little House #5),531,1445,11283,20843,25648,59750,https://www.goodreads.com/book/show/8248.By_the_Shores_of_Silver_Lake
2354,Nevil Shute,4.13,1053029,Fiction,Historical,9.78035E+12,English,Legacy,384,1280,7612,16278,16623,42177,https://www.goodreads.com/book/show/1053029.Legacy
2355,Jeannette Walls,4.25,7445,Nonfiction,Autobiography,9.78074E+12,English,The Glass Castle,8793,20488,91859,250120,334449,705709,https://www.goodreads.com/book/show/7445.The_Glass_Castle
2356,Josef Škvorecký,3.77,274527,Fiction,Music,9.78039E+12,English,Dvořák in Love,4,11,17,38,28,98,https://www.goodreads.com/book/show/274527.Dvo_k_in_Love
2357,Rudolf Dreikurs,4.37,273423,,,9.78045E+12,English,Logical Consequences,0,1,3,8,15,27,https://www.goodreads.com/book/show/273423.Logical_Consequences
2358,Charles Dickens,4,31242,Classics,Fiction,9.78014E+12,English,Bleak House,2144,4800,15697,26857,31762,81260,https://www.goodreads.com/book/show/31242.Bleak_House
2359,Nick Hornby,3.79,4271,Fiction,Contemporary,9.78014E+12,English,About a Boy,1153,5767,32983,50737,24218,114858,https://www.goodreads.com/book/show/4271.About_a_Boy
2360,Franz Kafka,3.99,17690,Classics,Fiction,9.7801E+12,English,The Trial,3881,10013,34273,63918,63529,175614,https://www.goodreads.com/book/show/17690.The_Trial
2361,Gilles Néret,4.1,1451662,Art,Reference,9.78382E+12,English,Matisse,2,8,22,44,57,133,https://www.goodreads.com/book/show/1451662.Matisse
2362,Stan Berenstain,3.86,263641,Childrens,Childrens,9.78068E+12,English,The Berenstain Bears' New Neighbors (The Berenstain Bears),6,62,300,278,305,951,https://www.goodreads.com/book/show/263641.The_Berenstain_Bears_New_Neighbors
2363,Stan Berenstain,4.04,900089,,,9.78039E+12,,The Berenstain Bears Go Out for the Team (The Berenstain Bears),28,117,591,499,1005,2240,https://www.goodreads.com/book/show/900089.The_Berenstain_Bears_Go_Out_for_the_Team
2364,Stan Berenstain,4.01,263621,Childrens,Childrens,9.78068E+12,English,The Berenstain Bears and Too Much Teasing (The Berenstain Bears),21,65,393,359,599,1437,https://www.goodreads.com/book/show/263621.The_Berenstain_Bears_and_Too_Much_Teasing
2365,Stan Berenstain,4.09,263615,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears and the Week at Grandma's (The Berenstain Bears),26,99,665,708,1178,2676,https://www.goodreads.com/book/show/263615.The_Berenstain_Bears_and_the_Week_at_Grandma_s
2366,Stan Berenstain,4.14,263614,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears Get Stage Fright (The Berenstain Bears),40,176,1116,1111,2246,4689,https://www.goodreads.com/book/show/263614.The_Berenstain_Bears_Get_Stage_Fright
2367,Stan Berenstain,3.87,263608,Childrens,Childrens,9.78068E+12,English,The Berenstain Bears and the Bully (The Berenstain Bears),35,93,448,390,538,1504,https://www.goodreads.com/book/show/263608.The_Berenstain_Bears_and_the_Bully
2368,Thomas Pynchon,3.97,5809,Fiction,Favorites,9.78202E+12,French,V.,461,938,3237,6281,5944,16861,https://www.goodreads.com/book/show/5809.V_
2369,Simon Schama,3.99,527523,History,Nonfiction,9.78068E+12,English,Citizens: A Chronicle of the French Revolution,92,229,803,1530,1476,4130,https://www.goodreads.com/book/show/527523.Citizens
2370,Stan Berenstain,3.99,263605,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears and Mama's New Job (The Berenstain Bears),22,77,419,442,628,1588,https://www.goodreads.com/book/show/263605.The_Berenstain_Bears_and_Mama_s_New_Job
2371,Beverly Cleary,4.08,91253,Childrens,Realistic Fiction,9.78044E+12,English,"Ramona Quimby, Age 8 (Ramona Quimby #6)",983,2349,12895,21508,25649,63384,https://www.goodreads.com/book/show/91253.Ramona_Quimby_Age_8
2372,Noah Lukeman,3.97,263254,Language,Nonfiction,9.78068E+12,English,The First Five Pages: A Writer's Guide To Staying Out of the Rejection Pile,39,144,646,1115,950,2894,https://www.goodreads.com/book/show/263254.The_First_Five_Pages
2373,Fanny Burney,3.65,37638,Literature,Historical,9.78019E+12,English,Evelina,462,1201,3612,4151,3081,12507,https://www.goodreads.com/book/show/37638.Evelina
2374,Comte de Lautréamont,4.19,157685,Poetry,Fiction,9.78081E+12,English,"Maldoror = Les Chants de Maldoror, together with a translation of Lautréamont's Poésies",60,113,416,770,1325,2684,https://www.goodreads.com/book/show/157685.Maldoror_Les_Chants_de_Maldoror_together_with_a_translation_of_Lautre_amont_s_Poe_sies
2375,Doug Hanks,3.43,3046747,,,9.78142E+12,English,Barguments,0,1,11,8,1,21,https://www.goodreads.com/book/show/3046747-barguments
2376,P.G. Wodehouse,4.47,261677,Humor,Fiction,9.78009E+12,English,"The Jeeves Omnibus Vol. 5: Much Obliged, Jeeves / Aunts Aren't Gentlemen and the short stories / Extricating Young Gussie / Jeeves Makes An Omelette / Jeeves and the Greasy Bird (Jeeves #1, 6)",2,10,29,128,256,425,https://www.goodreads.com/book/show/261677.The_Jeeves_Omnibus_Vol_5
2377,Nelson DeMille,3.33,17693783,Fiction,Thriller,9.78146E+12,English,The Quest,378,997,2317,1850,1021,6563,https://www.goodreads.com/book/show/17693783-the-quest
2378,Charles Dickens,4.03,5326,Classics,Fiction,9.78156E+12,English,A Christmas Carol,7562,23118,101155,168587,185379,485801,https://www.goodreads.com/book/show/5326.A_Christmas_Carol
2379,Anthony Trollope,3.72,267123,Classics,Fiction,9.78019E+12,English,The Warden (Chronicles of Barsetshire #1),267,768,3044,3979,2434,10492,https://www.goodreads.com/book/show/267123.The_Warden
2380,Robert Mankoff,4.35,1189091,Humor,Sequential Art,9.78158E+12,English,The Complete Cartoons of The New Yorker,9,28,110,303,541,991,https://www.goodreads.com/book/show/1189091.The_Complete_Cartoons_of_The_New_Yorker
2381,Philip Ball,4.04,43121,Art,Nonfiction,9.78023E+12,English,Bright Earth: Art and the Invention of Color,27,41,185,291,390,934,https://www.goodreads.com/book/show/43121.Bright_Earth
2382,James R. Mellow,3.93,255653,Biography,Nonfiction,9.78081E+12,English,Charmed Circle: Gertrude Stein and Company (Lost Generation Trilogy #1),5,17,68,114,95,299,https://www.goodreads.com/book/show/255653.Charmed_Circle
2383,Thornton Wilder,3.64,205476,Plays,Classics,9.78006E+12,English,Our Town,1483,4220,10905,11915,9979,38502,https://www.goodreads.com/book/show/205476.Our_Town
2384,Thea Halo,4.23,255049,Nonfiction,History,9.78031E+12,English,Not Even My Name: A True Story,12,18,118,289,379,816,https://www.goodreads.com/book/show/255049.Not_Even_My_Name
2385,Knut Hamsun,4.09,32585,Classics,Fiction,9.78049E+12,English,Hunger,415,1420,5368,11669,12338,31210,https://www.goodreads.com/book/show/32585.Hunger
2386,Umberto Eco,4.11,2519,Fiction,Historical,9.78031E+12,English,The Name of the Rose (Everyman's Library (Cloth)),4921,10625,38528,84321,102014,240409,https://www.goodreads.com/book/show/2519.The_Name_of_the_Rose_Everyman_s_Library
2387,Gerald M. Edelman,3.66,1120114,Science,Biology,9.7803E+12,English,Wider Than the Sky: The Phenomenal Gift of Consciousness,17,32,79,96,87,311,https://www.goodreads.com/book/show/1120114.Wider_Than_the_Sky
2388,Maeve Binchy,4.01,41977,Romance,Cultural,9.7801E+12,English,Circle of Friends,425,1786,11546,20953,16656,51366,https://www.goodreads.com/book/show/41977.Circle_of_Friends
2389,Laurel Corona,3.81,3121307,Historical,Cultural,9.7814E+12,English,The Four Seasons: A Novel of Vivaldi's Venice,17,88,364,512,338,1319,https://www.goodreads.com/book/show/3121307-the-four-seasons
2390,Michael J. Gelb,3.84,598506,Nonfiction,Self Help,9.78044E+12,English,How to Think Like Leonardo da Vinci: Seven Steps to Genius Every Day,87,300,919,1327,1162,3795,https://www.goodreads.com/book/show/598506.How_to_Think_Like_Leonardo_da_Vinci
2391,Richard Wright,3.97,15622,Fiction,Classics,9.78006E+12,English,Native Son,1856,4025,14495,27017,25766,73159,https://www.goodreads.com/book/show/15622.Native_Son
2392,Daniel Delis Hill,3.7,2437342,,,9.7809E+12,,As Seen in Vogue: A Century of American Fashion in Advertising (Costume Society of America Series) (Costume Society of America Series),0,1,3,4,2,10,https://www.goodreads.com/book/show/2437342.As_Seen_in_Vogue
2393,René Husson,5,3132672,Food and Drink,Food and Drink,9.78291E+12,,Les 13 Desserts en Provence,,,,,,2,https://www.goodreads.com/book/show/3132672-les-13-desserts-en-provence
2394,Robert Louis Stevenson,3.8,51496,Classics,Fiction,9.78045E+12,English,The Strange Case of Dr. Jekyll and Mr. Hyde,3471,17649,83651,110788,71144,286703,https://www.goodreads.com/book/show/51496.The_Strange_Case_of_Dr_Jekyll_and_Mr_Hyde
2395,Daphne Rose Kingma,3.66,245524,Nonfiction,Relationships,6.54241E+11,English,Weddings from the Heart: Contemporary and Traditional Ceremonies for an Unforgettable Wedding,1,6,13,15,12,47,https://www.goodreads.com/book/show/245524.Weddings_from_the_Heart
2396,Arthur Ransome,3.99,125190,Fiction,Classics,9.78088E+12,English,Swallows and Amazons (Swallows and Amazons #1),668,1366,4987,7972,9452,24445,https://www.goodreads.com/book/show/125190.Swallows_and_Amazons
2397,Margaret Sidney,4.03,7911,Classics,Fiction,9.78142E+12,English,Five Little Peppers and How They Grew (Five Little Peppers #1),430,984,4777,6979,8589,21759,https://www.goodreads.com/book/show/7911.Five_Little_Peppers_and_How_They_Grew
2398,Alan  Benson,4.28,234370,Food and Drink,Food and Drink,9.78155E+12,English,The Food of Thailand: A Journey for Food Lovers,0,0,4,10,11,25,https://www.goodreads.com/book/show/234370.The_Food_of_Thailand
2399,Julee Rosso,3.98,232888,Food and Drink,Food and Drink,9.78089E+12,English,The New Basics Cookbook,176,449,1721,2477,2966,7789,https://www.goodreads.com/book/show/232888.The_New_Basics_Cookbook
2400,Colin Cowie,3.6,232368,,,9.7814E+12,English,Colin Cowie's Extraordinary Weddings: From a Glimmer of an Idea to a Legendary Event,1,2,2,7,3,15,https://www.goodreads.com/book/show/232368.Colin_Cowie_s_Extraordinary_Weddings
2401,John Lawrence Peterson,3.88,227896,Fantasy,Childrens,9.78059E+12,English,The Littles Give a Party (The Littles #5),2,17,102,100,104,325,https://www.goodreads.com/book/show/227896.The_Littles_Give_a_Party
2402,Lindsay Pollock,3.87,227594,Art,Nonfiction,9.78159E+12,English,The Girl with the Gallery: Edith Gregor Halpert And the Making of the Modern Art Market,3,1,26,36,25,91,https://www.goodreads.com/book/show/227594.The_Girl_with_the_Gallery
2403,Nicholas Gage,4.37,224285,Nonfiction,Cultural,9.78035E+12,English,Eleni,14,35,182,498,889,1618,https://www.goodreads.com/book/show/224285.Eleni
2404,Richard Louv,3.95,156599,Parenting,Nonfiction,9.78157E+12,English,Last Child in the Woods: Saving Our Children from Nature-Deficit Disorder,119,524,1987,3708,2909,9247,https://www.goodreads.com/book/show/156599.Last_Child_in_the_Woods
2405,Dana Thomas,3.85,222328,Nonfiction,Business,9.78159E+12,English,Deluxe: How Luxury Lost Its Luster,27,134,623,1024,617,2425,https://www.goodreads.com/book/show/222328.Deluxe
2406,Henry James,3.7,214528,Fiction,Classics,9.78049E+12,English,The Aspern Papers,53,262,1030,1216,723,3284,https://www.goodreads.com/book/show/214528.The_Aspern_Papers
2407,Bernard Lewis,3.95,206035,Nonfiction,History,9.78038E+12,English,"A Middle East Mosaic: Fragments of Life, Letters and History",0,1,8,20,8,37,https://www.goodreads.com/book/show/206035.A_Middle_East_Mosaic
2408,Diana Peterfreund,3.7,205057,Womens Fiction,Young Adult,9.78044E+12,English,Secret Society Girl (Secret Society Girl #1),167,392,1217,1488,1167,4431,https://www.goodreads.com/book/show/205057.Secret_Society_Girl
2409,Elizabeth Levy,3.67,3191446,,,9.78059E+12,English,First Meet (The Gymnasts #2),0,13,37,36,26,112,https://www.goodreads.com/book/show/3191446-first-meet
2410,Stan Berenstain,4.16,846066,Childrens,Childrens,9.78039E+12,English,The Berenstain Bears Forget Their Manners (The Berenstain Bears),167,524,2621,3281,6170,12763,https://www.goodreads.com/book/show/846066.The_Berenstain_Bears_Forget_Their_Manners
2411,Stan Berenstain,4.08,201139,,,9.78006E+12,English,The Berenstain Bears and the Trouble with Chores [With Press-Out Berenstain Bears] (The Berenstain Bears),13,51,270,314,500,1148,https://www.goodreads.com/book/show/201139.The_Berenstain_Bears_and_the_Trouble_with_Chores_With_Press_Out_Berenstain_Bears_
2412,Wangari Maathai,4.05,201111,Cultural,Autobiography,9.78031E+12,English,Unbowed: A Memoir,34,144,618,1238,1158,3192,https://www.goodreads.com/book/show/201111.Unbowed
2413,Stan Berenstain,4.11,728471,,,9.78039E+12,English,The Berenstain Bears Go to the Doctor (The Berenstain Bears),151,432,2267,2444,4732,10026,https://www.goodreads.com/book/show/728471.The_Berenstain_Bears_Go_to_the_Doctor
2414,Paul Virilio,4.23,198033,Philosophy,Nonfiction,9.78157E+12,English,Bunker Archaeology,0,2,14,27,36,79,https://www.goodreads.com/book/show/198033.Bunker_Archaeology
2415,Louis de Bernières,3.15,1783750,Fiction,Historical,9.78185E+12,English,A Partisan's Daughter,104,413,920,563,192,2192,https://www.goodreads.com/book/show/1783750.A_Partisan_s_Daughter
2416,Louis de Bernières,4.11,3400,Fiction,Magical Realism,,English,The Troublesome Offspring of Cardinal Guzmán (Latin American Trilogy),25,90,473,1210,1037,2835,https://www.goodreads.com/book/show/3400.The_Troublesome_Offspring_of_Cardinal_Guzm_n
2417,Louis de Bernières,3.76,3396,Fiction,Cultural,9.7801E+12,English,Red Dog,34,217,794,1068,667,2780,https://www.goodreads.com/book/show/3396.Red_Dog
2418,Barbara J. Patterson,4.01,189644,Parenting,Education,9.78096E+12,English,Beyond the Rainbow Bridge: Nurturing Our Children from Birth to Seven,3,21,96,177,150,447,https://www.goodreads.com/book/show/189644.Beyond_the_Rainbow_Bridge
2419,David Bayles,3.7,187633,Art,Nonfiction,9.78096E+12,English,Art and Fear: Observations on the Perils (and Rewards) of Artmaking,5624,4955,11273,13546,21252,56650,https://www.goodreads.com/book/show/187633.Art_and_Fear
2420,Carlos Ruiz Zafón,3.87,4912857,Fiction,Mystery,9.78039E+12,English,The Angel's Game (El cementerio de los libros olvidados #2),1197,5385,20042,31441,23987,82052,https://www.goodreads.com/book/show/4912857-the-angel-s-game
2421,William Dean Howells,3.4,381362,Classics,Fiction,9.78014E+12,English,The Rise of Silas Lapham,124,407,1145,996,454,3126,https://www.goodreads.com/book/show/381362.The_Rise_of_Silas_Lapham
2422,Lynne Twist,3.97,10207258,Nonfiction,Currency,,English,The Soul of Money: Transforming Your Relationship with Money and Life,25,102,298,503,536,1464,https://www.goodreads.com/book/show/10207258-the-soul-of-money
2423,Dave Eggers,4.16,4952,Autobiography,Nonfiction,9.78193E+12,English,What Is the What,695,2168,10229,26598,27392,67082,https://www.goodreads.com/book/show/4952.What_Is_the_What
2424,Nevil Shute,3.84,181980,Fiction,Cultural,9.78184E+12,English,In the Wet,12,46,190,266,203,717,https://www.goodreads.com/book/show/181980.In_the_Wet
2425,David Foster Wallace,4.31,6759,Fiction,Favorites,9.78032E+12,English,Infinite Jest,2389,2738,5617,13240,37090,61074,https://www.goodreads.com/book/show/6759.Infinite_Jest
2426,Eva Ibbotson,3.97,963274,Historical,Romance,9.78014E+12,English,A Company of Swans,134,520,1865,3066,3064,8649,https://www.goodreads.com/book/show/963274.A_Company_of_Swans
2427,Eva Ibbotson,3.97,1227311,Historical,Romance,9.78038E+12,English,A Company of Swans,134,520,1865,3066,3064,8649,https://www.goodreads.com/book/show/1227311.A_Company_of_Swans
2428,Stephen  Webb,4.15,180506,Science,Nonfiction,9.78039E+12,English,If the Universe Is Teeming with Aliens ... Where Is Everybody?: Fifty Solutions to the Fermi Paradox and the Problem of Extraterrestrial Life,4,14,114,291,259,682,https://www.goodreads.com/book/show/180506.If_the_Universe_Is_Teeming_with_Aliens_Where_Is_Everybody_
2429,Frances Osborne,3.67,19728202,Biography,Nonfiction,,English,The Bolter,72,261,1014,1326,664,3337,https://www.goodreads.com/book/show/19728202-the-bolter
2430,Jill Krementz,3.81,1924066,Childrens,Nonfiction,9.78039E+12,,A Very Young Circus Flyer,1,2,8,12,9,32,https://www.goodreads.com/book/show/1924066.A_Very_Young_Circus_Flyer
2431,Jill Krementz,4.48,2238642,Nonfiction,Childrens,9.78039E+12,,A Very Young Skater,0,1,5,21,38,65,https://www.goodreads.com/book/show/2238642.A_Very_Young_Skater
2432,Pierre Choderlos de Laclos,4.07,1309050,Classics,Fiction,9.78045E+12,English,Les Liaisons Dangereuses,591,1647,6987,13063,14678,36966,https://www.goodreads.com/book/show/1309050.Les_Liaisons_Dangereuses
2433,Blue Balliett,3.71,444347,Mystery,Fiction,9.78044E+12,English,Chasing Vermeer (Chasing Vermeer #1),821,2249,6704,8373,6558,24705,https://www.goodreads.com/book/show/444347.Chasing_Vermeer
2434,Jill Krementz,4.38,179245,Nonfiction,Animals,9.78098E+12,English,A Very Young Rider,0,3,7,24,42,76,https://www.goodreads.com/book/show/179245.A_Very_Young_Rider
2435,Stan Berenstain,3.97,728482,,,9.78068E+12,English,The Berenstain Bears and the Prize Pumpkin (The Berenstain Bears),23,99,578,575,788,2063,https://www.goodreads.com/book/show/728482.The_Berenstain_Bears_and_the_Prize_Pumpkin
